2025-03-23 12:36:42,017 [Worker-5: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2025-03-23 13:09:24,522 [Worker-0: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2025-03-23 23:25:39,513 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2025-03-23 23:26:09,346 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [641])
2025-03-23 23:26:09,350 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-03-23 23:26:09,351 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\aopalliance-1.0.jar
2025-03-23 23:26:09,352 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\guice-5.1.0.jar
2025-03-23 23:26:09,353 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpclient-4.5.14.jar
2025-03-23 23:26:09,353 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpcore-4.4.16.jar
2025-03-23 23:26:09,354 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jansi-2.4.1.jar
2025-03-23 23:26:09,355 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jcl-over-slf4j-1.7.36.jar
2025-03-23 23:26:09,355 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-artifact-3.9.9.jar
2025-03-23 23:26:09,356 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-builder-support-3.9.9.jar
2025-03-23 23:26:09,356 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-compat-3.9.9.jar
2025-03-23 23:26:09,357 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-core-3.9.9.jar
2025-03-23 23:26:09,358 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-embedder-3.9.9.jar
2025-03-23 23:26:09,358 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-3.9.9.jar
2025-03-23 23:26:09,358 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-builder-3.9.9.jar
2025-03-23 23:26:09,358 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-plugin-api-3.9.9.jar
2025-03-23 23:26:09,359 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-repository-metadata-3.9.9.jar
2025-03-23 23:26:09,359 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-api-1.9.22.jar
2025-03-23 23:26:09,360 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-connector-basic-1.9.22.jar
2025-03-23 23:26:09,360 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-impl-1.9.22.jar
2025-03-23 23:26:09,360 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-named-locks-1.9.22.jar
2025-03-23 23:26:09,361 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-provider-3.9.9.jar
2025-03-23 23:26:09,361 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-spi-1.9.22.jar
2025-03-23 23:26:09,362 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-file-1.9.22.jar
2025-03-23 23:26:09,362 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-http-1.9.22.jar
2025-03-23 23:26:09,363 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-wagon-1.9.22.jar
2025-03-23 23:26:09,363 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-util-1.9.22.jar
2025-03-23 23:26:09,364 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-3.9.9.jar
2025-03-23 23:26:09,364 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-builder-3.9.9.jar
2025-03-23 23:26:09,365 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-shared-utils-3.4.2.jar
2025-03-23 23:26:09,366 [Worker-36: Launching mavenrun-aa35c5e2-46a8-4acf-a471-8da1aa983ebf] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.inject-0.9.0.M3.jar
